ReviewID,CustomerID,ProductID,Rating,ReviewText
157,4630,277,4,Good
158,1904,103,3,Excellent
159,2081,498,3,Average
160,1990,175,4,Good
161,926,308,2,Poor
162,1087,459,1,Average
163,2499,199,3,Very Bad
164,1278,44,1,Excellent
165,3167,473,1,Excellent
166,906,485,4,Excellent
167,2934,85,1,Average
168,2878,264,3,Average
169,1158,266,5,Poor
170,2719,55,1,Average
171,3428,355,3,Very Bad
172,842,348,1,Very Bad
173,4634,2,3,Very Bad
174,3992,294,3,Poor
175,3305,43,2,Good
176,4120,478,1,Excellent
177,2633,469,5,Good
178,409,80,4,Very Bad
179,279,105,1,Average
180,3510,108,5,Excellent
181,835,296,4,Poor
182,4640,155,3,Average
183,4810,99,5,Good
184,2211,172,2,Good
185,4310,365,2,Very Bad
186,25,391,3,Poor
187,2747,362,4,Very Bad
188,2486,284,4,Poor
189,3934,203,2,Poor
190,4831,286,2,Excellent
191,4558,141,1,Poor
192,2824,50,3,Good
193,1503,128,5,Good
194,4453,29,1,Good
195,4351,366,1,Good
196,4995,342,1,Average
197,4961,127,4,Excellent
198,396,398,4,Very Bad
199,4000,448,4,Very Bad
200,1120,497,4,Average
201,2453,367,5,Very Bad
202,235,489,4,Average
203,2685,64,5,Very Bad
204,4862,226,3,Very Bad
205,2378,311,1,Excellent
206,3436,335,2,Poor
207,3113,356,1,Poor
208,2474,437,5,Average
209,2361,303,4,Good
210,4826,387,5,Excellent
211,1229,242,2,Good
212,3774,368,1,Excellent
213,841,363,1,Good
214,3289,65,3,Average
215,1697,471,5,Average
216,4498,204,3,Excellent
217,2601,16,4,Very Bad
218,4332,394,3,Excellent
219,3712,459,1,Average
220,4492,313,1,Poor
221,3704,202,1,Very Bad
222,830,59,4,Good
223,1508,192,5,Very Bad
224,1540,44,1,Excellent
225,2829,106,2,Poor
226,2591,161,5,Excellent
227,278,346,3,Very Bad
228,2414,138,5,Poor
229,4344,180,4,Good
230,3495,102,4,Excellent
231,798,10,5,Good
232,3320,208,3,Very Bad
233,3874,401,1,Excellent
234,2911,218,1,Excellent
235,2694,53,3,Excellent
236,631,22,3,Poor
237,4017,328,1,Excellent
238,3149,267,5,Poor
239,3677,323,3,Average
240,4146,255,4,Excellent
241,154,13,4,Average
242,1575,186,4,Good
243,3798,500,1,Very Bad
244,2868,45,5,Excellent
245,516,429,3,Good
246,1699,486,1,Average
247,3228,171,1,Poor
248,380,448,1,Poor
249,585,251,5,Average
250,2041,295,1,Good
251,183,136,4,Excellent
252,1953,458,4,Good
253,552,168,3,Poor
254,4741,494,3,Excellent
255,4425,435,5,Average
256,3361,477,3,Average
257,4177,350,2,Very Bad
258,3014,369,1,Average
259,1627,404,4,Very Bad
260,4302,194,2,Average
261,1413,314,5,Poor
262,3153,99,5,Poor
263,4807,487,1,Very Bad
264,4133,65,3,Excellent
265,846,429,2,Very Bad
266,3454,101,3,Good
267,1506,458,2,Good
268,3938,219,1,Very Bad
269,3814,206,5,Very Bad
270,3111,458,5,Excellent
271,2992,162,1,Average
272,4515,12,5,Poor
273,2750,23,5,Average
274,660,367,4,Very Bad
275,4447,196,3,Poor
276,4283,78,1,Poor
277,1068,181,3,Very Bad
278,950,347,5,Poor
279,1402,309,3,Average
280,186,296,1,Poor
281,3826,466,3,Average
282,2612,78,1,Average
283,4530,437,1,Good
284,4014,36,4,Poor
285,4219,193,4,Very Bad
286,1127,142,3,Excellent
287,139,241,3,Good
288,2088,248,2,Average
289,1580,112,4,Good
290,1254,290,4,Good
291,940,122,3,Excellent
292,2417,154,4,Very Bad
293,4781,311,1,Excellent
294,2790,63,4,Average
295,510,109,4,Very Bad
296,4799,326,1,Very Bad
297,4827,302,1,Good
298,4866,37,4,Good
299,4230,279,2,Poor
300,4835,492,3,Very Bad
301,4425,365,1,Excellent
302,3937,272,4,Excellent
303,3759,288,5,Good
304,1885,7,2,Poor
305,3011,428,3,Very Bad
306,65,431,2,Good
307,3028,81,1,Very Bad
308,698,133,1,Good
309,2266,191,3,Poor
310,4044,140,4,Very Bad
311,1801,90,1,Good
312,1656,72,5,Poor
313,1207,9,5,Average
314,676,224,4,Excellent
315,2954,300,5,Poor
316,1674,278,5,Poor
317,4255,430,2,Very Bad
318,4180,8,2,Very Bad
319,985,56,5,Average
320,3359,284,5,Excellent
321,2799,116,5,Excellent
322,1001,201,5,Poor
323,3337,47,1,Excellent
324,4081,419,4,Average
325,4056,21,1,Good
326,2021,33,3,Good
327,2733,454,3,Very Bad
328,920,304,4,Good
329,1486,74,4,Average
330,456,249,5,Poor
331,2673,438,4,Very Bad
332,3931,206,5,Average
333,3442,360,1,Good
334,4174,386,3,Average
335,3048,417,2,Very Bad
336,2728,231,1,Poor
337,1850,272,3,Poor
338,1234,306,2,Poor
339,4045,20,2,Excellent
340,1181,323,4,Average
341,4892,246,1,Average
342,3636,45,4,Excellent
343,242,291,2,Very Bad
344,3396,225,1,Very Bad
345,292,120,2,Good
346,3706,285,3,Very Bad
347,255,45,2,Very Bad
348,1081,252,2,Poor
349,3843,143,5,Average
350,787,259,3,Poor
351,2535,93,3,Average
352,649,325,3,Average
353,4246,109,4,Average
354,1719,98,4,Good
355,400,34,2,Poor
356,3704,362,3,Excellent
357,1480,84,5,Excellent
358,2032,199,2,Good
359,539,260,3,Poor
360,1187,75,3,Good
361,2211,226,4,Good
362,1102,403,3,Poor
363,564,405,5,Very Bad
364,2710,15,3,Excellent
365,3700,273,5,Excellent
366,4704,54,2,Average
367,1499,37,4,Average
368,276,54,3,Excellent
369,3758,278,2,Poor
370,3155,8,3,Good
371,3902,11,3,Good
372,1524,73,1,Good
373,501,326,1,Poor
374,2518,108,4,Poor
375,4188,9,4,Poor
376,912,238,2,Poor
377,2321,463,2,Poor
378,3377,245,1,Poor
379,488,251,5,Average
380,4657,335,5,Poor
381,3878,258,5,Excellent
382,3646,288,1,Average
383,1829,51,4,Average
384,2397,165,5,Average
385,1039,6,5,Poor
386,1927,217,4,Good
387,1139,268,2,Very Bad
388,2800,54,3,Poor
389,3670,302,3,Very Bad
390,3063,417,4,Excellent
391,1576,254,2,Poor
392,590,146,4,Poor
393,4497,422,1,Very Bad
394,3882,59,5,Excellent
395,4454,135,3,Average
396,2478,489,2,Average
397,4977,211,5,Excellent
398,4708,88,4,Average
399,2546,94,1,Very Bad
400,3861,239,3,Very Bad
401,1704,143,4,Excellent
402,4602,125,2,Average
403,961,470,4,Average
404,4365,385,1,Poor
405,1881,46,1,Average
406,1387,160,1,Good
407,4572,177,1,Poor
408,2116,94,4,Good
409,1175,351,5,Good
410,4849,10,3,Good
411,2820,145,3,Excellent
412,680,148,5,Average
413,3938,307,2,Poor
414,4638,245,2,Very Bad
415,4480,406,2,Excellent
416,348,20,5,Poor
417,1520,449,4,Good
418,4064,4,3,Excellent
419,3582,119,4,Poor
420,2747,221,3,Average
421,1599,182,3,Average
422,4214,492,2,Excellent
423,310,92,1,Average
424,3983,321,2,Average
425,1261,435,1,Good
426,710,11,3,Excellent
427,1846,106,4,Very Bad
428,1836,27,1,Excellent
429,2561,232,4,Good
430,3647,252,4,Excellent
431,3003,410,4,Poor
432,131,128,3,Excellent
433,1677,338,4,Excellent
434,139,273,4,Good
435,780,426,4,Excellent
436,2152,432,3,Poor
437,41,289,3,Excellent
438,772,487,4,Average
439,3800,375,1,Poor
440,228,61,1,Excellent
441,1455,106,3,Very Bad
442,4551,497,1,Excellent
443,905,29,4,Average
444,357,63,2,Average
445,4947,37,5,Average
446,2169,440,4,Poor
447,890,489,5,Very Bad
448,4957,16,2,Poor
449,1350,312,4,Excellent
450,2980,170,5,Very Bad
451,1594,280,4,Good
452,2902,453,5,Excellent
453,2470,287,2,Poor
454,2755,99,1,Good
455,921,395,5,Excellent
456,2766,130,3,Excellent
457,4508,341,5,Very Bad
458,4934,455,1,Poor
459,1503,462,1,Average
460,3191,337,5,Good
461,409,482,2,Poor
462,4642,35,3,Average
463,3964,190,2,Good
464,2760,182,1,Excellent
465,4679,197,2,Good
466,831,51,4,Poor
467,665,124,2,Very Bad
468,3318,124,5,Very Bad
469,4289,208,4,Good
470,4667,209,5,Very Bad
471,3168,113,1,Poor
472,3852,393,2,Average
473,1708,270,2,Very Bad
474,2358,479,4,Poor
475,4250,56,4,Good
476,1622,117,3,Good
477,1131,489,2,Poor
478,2198,123,3,Poor
479,4144,162,2,Very Bad
480,1872,340,5,Average
481,2126,385,1,Good
482,452,166,4,Poor
483,3096,17,4,Average
484,3027,376,1,Good
485,1071,400,3,Poor
486,880,354,2,Average
487,3601,48,4,Very Bad
488,2404,306,2,Good
489,3650,369,2,Excellent
490,2157,71,3,Poor
491,4842,169,3,Excellent
492,648,382,2,Good
493,3518,300,2,Very Bad
494,4862,347,1,Good
495,2821,399,5,Very Bad
496,4270,104,3,Good
497,1851,317,2,Average
498,4166,178,4,Excellent
499,1800,214,2,Average
500,1328,436,4,Good
501,1866,350,3,Average
502,3274,436,4,Good
503,1006,378,5,Good
504,4240,164,5,Good
505,2329,289,1,Very Bad
506,4559,45,2,Very Bad
507,3520,73,5,Poor
508,1486,2,4,Very Bad
509,2748,1,4,Excellent
510,2118,378,3,Good
511,2148,326,2,Good
512,4857,342,1,Very Bad
513,1347,127,2,Very Bad
514,493,431,1,Excellent
515,1307,320,3,Good
516,4625,402,2,Average
517,1524,364,4,Very Bad
518,2800,354,5,Average
519,4515,310,4,Excellent
520,3397,291,1,Very Bad
521,702,315,5,Excellent
522,4990,292,4,Excellent
523,1490,410,5,Very Bad
524,3611,45,1,Average
525,1105,453,5,Good
526,4706,414,4,Good
527,440,77,1,Good
528,1228,33,1,Average
529,1981,279,3,Poor
530,3427,149,2,Average
531,4867,338,1,Average
532,3535,63,5,Good
533,1959,454,4,Excellent
534,2456,452,2,Good
535,1794,36,4,Average
536,386,165,2,Average
537,1342,384,2,Poor
538,1547,257,3,Poor
539,2828,282,2,Excellent
540,1875,170,2,Poor
541,2771,424,1,Poor
542,4629,437,2,Excellent
543,2872,369,2,Very Bad
544,3615,497,3,Very Bad
545,2728,232,5,Average
546,4363,78,3,Very Bad
547,1716,250,1,Average
548,3423,377,2,Average
549,4610,190,4,Poor
550,2833,469,5,Poor
551,3900,252,3,Very Bad
552,3255,496,1,Excellent
553,4535,300,5,Excellent
554,42,457,1,Average
555,372,164,4,Excellent
556,1519,260,5,Poor
557,730,149,1,Average
558,3550,114,3,Excellent
559,3732,17,5,Average
560,1736,272,4,Good
561,4474,41,3,Good
562,2624,368,2,Average
563,363,311,2,Good
564,4718,348,5,Excellent
565,2891,313,1,Poor
566,28,194,2,Poor
567,1227,38,2,Good
568,585,440,3,Average
569,3364,82,2,Poor
570,3995,165,1,Excellent
571,4230,50,3,Good
572,2076,485,4,Poor
573,4365,439,2,Excellent
574,1901,219,1,Average
575,2135,129,1,Good
576,2807,252,5,Very Bad
577,4309,193,4,Very Bad
578,1575,65,4,Excellent
579,2456,44,1,Good
580,4427,140,4,Excellent
581,3117,101,5,Average
582,1626,332,5,Average
583,2608,309,4,Poor
584,3540,189,5,Poor
585,2107,13,4,Poor
586,2116,298,4,Poor
587,594,174,3,Very Bad
588,1403,209,1,Poor
589,2606,298,2,Very Bad
590,1850,144,5,Average
591,3724,360,1,Excellent
592,160,254,5,Poor
593,1788,172,2,Poor
594,2399,109,4,Good
595,3929,326,1,Average
596,3625,400,2,Average
597,2239,338,5,Good
598,248,22,2,Good
599,2397,472,5,Average
600,18,469,5,Very Bad
601,1120,291,1,Very Bad
602,594,105,2,Very Bad
603,2942,73,1,Very Bad
604,316,305,2,Average
605,4908,199,5,Good
606,3575,245,4,Excellent
607,2908,76,3,Poor
608,3380,64,4,Good
609,4348,287,1,Good
610,1665,129,2,Very Bad
611,3205,409,1,Average
612,68,231,4,Good
613,1400,101,3,Poor
614,733,148,3,Very Bad
615,1346,353,4,Poor
616,4431,341,4,Good
617,389,344,2,Poor
618,3515,201,2,Good
619,3039,240,2,Excellent
620,4735,392,1,Poor
621,1690,320,1,Poor
622,3470,98,4,Very Bad
623,489,486,1,Excellent
624,4563,272,4,Good
625,2506,247,5,Poor
626,1972,376,3,Poor
627,1578,183,1,Excellent
628,3793,26,1,Very Bad
629,722,193,4,Good
630,3580,85,5,Excellent
631,4086,101,5,Excellent
632,4480,333,4,Good
633,2393,412,5,Good
634,3967,355,5,Average
635,4079,430,1,Excellent
636,4015,310,5,Very Bad
637,2925,253,1,Good
638,3233,310,1,Very Bad
639,2783,200,2,Average
640,676,213,3,Good
641,3526,177,1,Average
642,748,477,1,Good
643,174,83,4,Very Bad
644,3124,334,3,Excellent
645,1144,201,2,Very Bad
646,4983,359,5,Excellent
647,3738,117,1,Average
648,2077,174,3,Excellent
649,1282,347,3,Excellent
650,1810,129,3,Poor
651,4513,44,1,Average
652,4513,132,5,Excellent
653,680,31,3,Excellent
654,2917,376,3,Average
655,2930,271,3,Good
656,721,1,4,Excellent
657,2091,200,2,Very Bad
658,3524,495,5,Very Bad
659,4577,390,4,Poor
660,623,251,5,Good
661,2895,283,4,Average
662,1204,410,3,Average
663,2962,322,2,Good
664,2678,13,1,Poor
665,2697,478,5,Average
666,187,199,5,Good
667,4846,162,2,Excellent
668,4194,161,4,Excellent
669,2627,347,5,Good
670,2322,87,2,Very Bad
671,4237,424,3,Very Bad
672,1093,208,1,Average
673,2607,171,2,Poor
674,1816,87,1,Average
675,3237,89,2,Good
676,4654,135,5,Very Bad
677,3388,295,2,Poor
678,2666,372,1,Poor
679,2926,194,2,Average
680,2419,217,3,Poor
681,261,237,4,Excellent
682,3045,36,4,Excellent
683,503,192,5,Excellent
684,953,206,3,Good
685,77,233,3,Good
686,4540,210,4,Very Bad
687,1430,132,2,Excellent
688,4768,462,5,Poor
689,1426,373,2,Poor
690,929,223,4,Excellent
691,366,22,2,Average
692,365,71,3,Poor
693,4774,342,5,Excellent
694,373,132,4,Average
695,1037,320,4,Good
696,1229,22,1,Poor
697,2244,190,1,Good
698,3754,99,4,Average
699,4870,465,2,Very Bad
700,3822,296,1,Very Bad
701,4559,20,4,Excellent
702,3611,393,3,Average
703,4661,65,1,Excellent
704,1543,383,1,Average
705,159,241,5,Very Bad
706,244,151,1,Average
707,2759,35,3,Poor
708,881,494,2,Very Bad
709,3445,92,1,Average
710,2881,187,3,Average
711,3174,14,5,Very Bad
712,3908,250,1,Good
713,2003,300,1,Good
714,3517,150,2,Excellent
715,3621,28,1,Excellent
716,620,59,2,Poor
717,3853,175,3,Very Bad
718,2080,68,5,Average
719,2,355,2,Good
720,1760,360,1,Good
721,1328,70,2,Excellent
722,4878,401,2,Excellent
723,289,486,1,Average
724,2084,112,4,Excellent
725,3797,482,4,Poor
726,2875,361,5,Very Bad
727,1222,352,4,Average
728,286,31,2,Poor
729,1436,14,3,Excellent
730,1449,109,5,Very Bad
731,2892,461,4,Good
732,3130,305,1,Good
733,3334,103,4,Good
734,148,451,2,Excellent
735,1627,21,3,Excellent
736,4425,269,4,Poor
737,3304,203,3,Poor
738,4423,227,1,Average
739,210,434,2,Excellent
740,3586,127,2,Good
741,1121,68,1,Good
742,3186,12,4,Very Bad
743,2507,48,2,Poor
744,3839,104,3,Excellent
745,4279,495,1,Average
746,4268,64,5,Average
747,2746,143,5,Good
748,3729,272,4,Poor
749,4121,368,3,Very Bad
750,4750,103,1,Good
751,4381,366,4,Poor
752,1310,328,4,Average
753,731,178,1,Good
754,4319,297,4,Excellent
755,623,4,4,Very Bad
756,4573,404,2,Excellent
757,1661,264,5,Poor
758,4549,89,3,Poor
759,4873,242,5,Average
760,886,324,1,Poor
761,1563,303,5,Poor
762,3535,33,5,Poor
763,4878,474,5,Average
764,4910,5,2,Poor
765,838,476,5,Very Bad
766,367,452,5,Poor
767,499,353,5,Poor
768,4432,425,1,Poor
769,2121,61,3,Average
770,4204,152,5,Good
771,2896,225,2,Average
772,531,493,1,Poor
773,632,238,4,Very Bad
774,2120,27,4,Very Bad
775,3116,157,2,Very Bad
776,3373,67,1,Average
777,894,94,4,Poor
778,725,37,3,Very Bad
779,2627,459,1,Poor
780,1743,220,5,Very Bad
781,1602,247,3,Poor
782,4241,437,3,Poor
783,3258,120,3,Good
784,4944,130,2,Good
785,3759,343,2,Excellent
786,1678,37,4,Average
787,369,73,4,Good
788,1065,351,4,Excellent
789,1477,204,2,Average
790,2197,200,1,Excellent
791,3536,460,5,Excellent
792,632,193,5,Average
793,549,176,1,Very Bad
794,4361,305,2,Very Bad
795,1813,175,5,Excellent
796,824,459,3,Poor
797,776,388,3,Poor
798,1304,206,4,Excellent
799,80,223,4,Good
800,3476,3,3,Good
801,261,164,1,Poor
802,2994,390,3,Good
803,2946,418,1,Excellent
804,4547,308,3,Good
805,1376,84,1,Poor
806,670,487,2,Very Bad
807,3087,31,2,Poor
808,2525,418,2,Very Bad
809,1734,87,2,Poor
810,4177,426,1,Good
811,3296,432,3,Good
812,2130,56,1,Poor
813,2201,274,2,Very Bad
814,1554,398,5,Excellent
815,4842,360,4,Good
816,2501,122,1,Poor
817,4927,469,2,Excellent
818,2941,221,5,Poor
819,1324,500,4,Good
820,4798,197,1,Average
821,3566,186,4,Very Bad
822,2502,466,3,Very Bad
823,1256,70,4,Good
824,4125,213,1,Very Bad
825,1248,485,5,Poor
826,4612,440,4,Excellent
827,4924,181,4,Excellent
828,1574,453,1,Excellent
829,4414,201,3,Poor
830,2261,375,4,Poor
831,3094,249,3,Average
832,3936,316,5,Very Bad
833,92,120,5,Excellent
834,1213,32,2,Good
835,1682,485,3,Poor
836,3957,303,3,Good
837,4803,217,4,Poor
838,3806,406,1,Good
839,2381,121,1,Very Bad
840,3905,388,5,Excellent
841,1191,103,3,Very Bad
842,4250,153,5,Good
843,818,256,3,Poor
844,3862,61,3,Poor
845,2160,140,5,Good
846,3367,415,3,Poor
847,1113,124,4,Poor
848,1240,108,3,Excellent
849,2936,114,2,Excellent
850,4923,385,3,Very Bad
851,4744,470,1,Average
852,1580,228,2,Poor
853,4853,481,4,Average
854,1403,490,3,Poor
855,3317,215,5,Average
856,2809,226,5,Excellent
857,3149,236,2,Good
858,2078,340,4,Very Bad
859,1606,445,3,Very Bad
860,4568,224,4,Excellent
861,2451,262,1,Very Bad
862,2591,22,2,Excellent
863,153,396,1,Good
864,3366,151,2,Very Bad
865,2487,120,5,Poor
866,2866,163,4,Very Bad
867,3321,113,4,Average
868,2926,142,4,Very Bad
869,2211,460,1,Average
870,4192,496,3,Poor
871,3542,286,3,Average
872,2635,150,1,Poor
873,1240,272,5,Good
874,2718,470,3,Very Bad
875,3215,221,5,Average
876,1611,110,4,Good
877,1876,106,1,Good
878,2264,455,4,Average
879,2555,256,4,Very Bad
880,1379,399,5,Excellent
881,2858,130,3,Good
882,3679,406,1,Good
883,2587,191,1,Average
884,354,271,2,Poor
885,1406,19,3,Poor
886,75,252,4,Excellent
887,1437,347,3,Excellent
888,2494,343,5,Very Bad
889,3931,94,1,Excellent
890,3896,373,4,Poor
891,4816,345,3,Poor
892,1933,104,3,Very Bad
893,901,21,5,Average
894,3442,283,5,Good
895,3889,19,4,Average
896,346,26,4,Very Bad
897,611,253,2,Average
898,615,177,1,Poor
899,315,254,2,Very Bad
900,1768,314,2,Very Bad
901,3457,481,3,Excellent
902,3943,484,3,Average
903,707,323,4,Poor
904,3977,359,3,Good
905,1306,153,3,Poor
906,1346,77,1,Good
907,148,334,3,Excellent
908,3450,360,5,Average
909,2420,202,4,Poor
910,3093,88,1,Good
911,3603,120,2,Excellent
912,4014,107,5,Poor
913,1016,370,5,Good
914,1312,484,2,Average
915,2212,406,5,Good
916,4558,98,3,Poor
917,1161,142,4,Poor
918,2548,393,5,Very Bad
919,4575,122,2,Good
920,665,114,1,Poor
921,3497,204,3,Poor
922,4908,278,3,Excellent
923,3786,225,3,Average
924,1506,210,5,Poor
925,2231,120,2,Poor
926,2927,351,1,Good
927,1766,204,1,Good
928,938,486,3,Poor
929,1315,98,3,Very Bad
930,2080,271,5,Average
931,3774,40,1,Good
932,2868,193,4,Poor
933,608,181,2,Poor
934,628,415,1,Excellent
935,3955,266,2,Very Bad
936,939,418,4,Average
937,4188,240,1,Good
938,2871,293,2,Poor
939,4218,397,3,Poor
940,475,294,1,Average
941,1871,45,4,Good
942,1752,138,2,Poor
943,597,495,1,Poor
944,3969,278,4,Average
945,4502,317,3,Average
946,2682,422,5,Excellent
947,946,314,3,Very Bad
948,1949,410,1,Excellent
949,3751,75,1,Very Bad
950,3073,305,5,Very Bad
951,4402,97,5,Good
952,4073,458,2,Excellent
953,4401,351,5,Good
954,2287,469,5,Average
955,4133,110,5,Average
956,4294,98,3,Very Bad
957,4724,345,2,Poor
958,3107,62,5,Very Bad
959,745,137,2,Very Bad
960,4457,316,5,Good
961,1707,210,2,Very Bad
962,3618,286,2,Average
963,2474,277,5,Excellent
964,464,434,5,Very Bad
965,4486,29,2,Average
966,2984,168,1,Very Bad
967,447,145,2,Poor
968,2574,196,3,Average
969,932,496,4,Very Bad
970,4582,97,2,Poor
971,844,64,2,Good
972,429,279,1,Average
973,2300,391,5,Poor
974,2191,418,1,Average
975,3160,152,1,Average
976,1975,135,1,Good
977,1500,264,1,Very Bad
978,3487,259,1,Good
979,3308,360,2,Average
980,543,243,4,Good
981,3594,365,1,Poor
982,1803,497,1,Very Bad
983,1615,219,1,Very Bad
984,4977,132,5,Very Bad
985,1186,63,5,Average
986,3799,194,2,Average
987,3755,69,3,Very Bad
988,3012,394,2,Good
989,2179,319,1,Very Bad
990,3854,421,5,Average
991,285,457,5,Good
992,3828,456,3,Excellent
993,4422,131,3,Good
994,1333,157,3,Average
995,2482,365,1,Good
996,3760,463,5,Poor
997,3397,190,4,Average
998,65,289,4,Very Bad
999,74,444,3,Average
1000,3973,170,1,Good
1001,2784,464,5,Excellent
1002,278,251,5,Very Bad
1003,481,318,5,Good
1004,924,234,3,Good
1005,4900,331,4,Good
1006,1469,134,4,Good
1007,1538,112,1,Excellent
1008,947,177,2,Average
1009,4002,72,1,Excellent
1010,368,373,4,Average
1011,3189,427,4,Very Bad
1012,3188,265,5,Good
1013,228,379,2,Good
1014,1386,307,5,Good
1015,2513,253,2,Poor
1016,2517,270,3,Good
1017,261,152,5,Poor
1018,448,72,1,Excellent
1019,4277,161,1,Average
1020,3994,250,3,Poor
1021,3338,29,2,Excellent
1022,2445,2,2,Very Bad
1023,1017,466,5,Average
1024,2635,215,1,Poor
1025,2988,238,3,Excellent
1026,147,95,4,Very Bad
1027,2736,214,3,Average
1028,908,180,5,Poor
1029,340,364,2,Average
1030,2898,429,1,Average
1031,3956,340,5,Very Bad
1032,1728,166,1,Poor
1033,774,45,1,Very Bad
1034,4613,144,2,Very Bad
1035,3750,499,4,Average
1036,3468,343,2,Good
1037,1790,247,2,Good
1038,1603,303,5,Very Bad
1039,415,409,2,Poor
1040,134,229,1,Average
1041,722,313,3,Very Bad
1042,3623,403,2,Poor
1043,319,339,4,Good
1044,3436,166,1,Very Bad
1045,3142,128,1,Excellent
1046,414,228,3,Very Bad
1047,173,66,2,Poor
1048,838,263,1,Poor
1049,3487,276,4,Very Bad
1050,3610,388,1,Excellent
1051,4679,474,5,Good
1052,4669,75,3,Excellent
1053,4855,244,1,Excellent
1054,2110,337,3,Poor
1055,2913,101,5,Very Bad
1056,784,363,1,Excellent
1057,2622,271,4,Very Bad
1058,1880,204,1,Excellent
1059,3453,192,1,Average
1060,1975,488,4,Poor
1061,2319,185,2,Excellent
1062,2951,178,5,Average
1063,408,17,2,Poor
1064,2546,105,4,Poor
1065,3061,400,5,Very Bad
1066,4163,112,3,Excellent
1067,3589,464,1,Very Bad
1068,4843,99,1,Excellent
