CustomerID,Customer_Gender,Age,Income,Region
239,Non-Binary,19,94704,Asia
240,Non-Binary,20,72874,Asia
241,Female,66,89087,Africa
242,Female,54,32297,Europe
243,Male,66,129269,Asia
244,Female,73,47128,Australia
245,Male,34,88368,Africa
246,Male,66,114019,Europe
247,Male,19,107599,Europe
248,Non-Binary,19,108499,South America
249,Non-Binary,45,98958,Europe
250,Male,71,52920,Asia
251,Male,40,140442,Asia
252,Non-Binary,54,31156,Africa
253,Male,49,31108,Africa
254,Non-Binary,50,51845,Europe
255,Non-Binary,18,22800,Australia
256,Female,36,148832,North America
257,Non-Binary,19,123614,South America
258,Female,70,62712,North America
259,Non-Binary,61,22610,Europe
260,Male,43,97603,Europe
261,Male,49,53872,North America
262,Male,23,30728,South America
263,Female,49,115102,North America
264,Female,72,115319,Africa
265,Non-Binary,21,142049,Asia
266,Female,72,40583,Australia
267,Male,28,105774,Africa
268,Female,73,27263,Asia
269,Female,34,146374,Australia
270,Non-Binary,55,87450,Australia
271,Non-Binary,41,109285,Australia
272,Female,22,39456,Europe
273,Non-Binary,69,111118,Australia
274,Male,51,85942,South America
275,Female,23,33689,North America
276,Female,39,52934,South America
277,Female,28,53276,North America
278,Female,65,136349,Africa
279,Non-Binary,33,149336,Africa
280,Male,50,121968,North America
281,Non-Binary,26,39873,South America
282,Male,23,33050,North America
283,Non-Binary,33,86216,Australia
284,Non-Binary,46,104444,Europe
285,Non-Binary,20,104040,Africa
286,Female,37,41644,Europe
287,Non-Binary,53,82021,Australia
288,Female,36,57125,Australia
289,Female,43,86899,Africa
290,Non-Binary,20,62291,Africa
291,Non-Binary,36,55060,Australia
292,Non-Binary,37,21538,Asia
293,Non-Binary,49,56176,Europe
294,Non-Binary,24,142430,Europe
295,Non-Binary,69,61520,Asia
296,Non-Binary,58,45675,South America
297,Female,50,38287,Europe
298,Female,57,20174,North America
299,Non-Binary,56,112268,Australia
300,Male,35,54998,Australia
301,Male,57,122591,Asia
302,Male,18,73312,Europe
303,Male,28,32112,South America
304,Male,45,125410,Europe
305,Non-Binary,74,95225,Australia
306,Female,42,64814,Africa
307,Non-Binary,67,105091,North America
308,Female,40,70719,Asia
309,Non-Binary,48,149887,Africa
310,Female,47,53919,South America
311,Female,59,93155,Africa
312,Female,52,91569,Africa
313,Female,24,61328,South America
314,Non-Binary,33,90482,Africa
315,Female,43,44618,Asia
316,Non-Binary,65,54675,Australia
317,Female,74,121794,Europe
318,Male,69,38919,Africa
319,Non-Binary,66,24173,Asia
320,Male,19,129369,Europe
321,Female,18,46400,Europe
322,Non-Binary,65,70445,Africa
323,Male,29,90305,Asia
324,Non-Binary,22,57564,Australia
325,Male,54,65814,Africa
326,Male,49,99747,South America
327,Male,72,108791,Europe
328,Male,26,47962,Africa
329,Female,58,104892,Europe
330,Female,52,105842,Asia
331,Non-Binary,36,90533,North America
332,Female,65,76184,Africa
333,Female,33,102912,Australia
334,Non-Binary,20,126416,Africa
335,Male,37,123591,Europe
336,Non-Binary,41,30578,Asia
337,Male,71,38624,South America
338,Female,73,136164,Australia
339,Female,50,59194,Asia
340,Male,41,129903,Africa
341,Female,69,20389,South America
342,Female,28,119303,Asia
343,Female,66,131116,North America
344,Male,25,133903,Australia
345,Male,53,87391,Europe
346,Non-Binary,55,126429,Asia
347,Male,57,33794,Asia
348,Female,37,78002,North America
349,Non-Binary,52,55531,Africa
350,Female,65,72815,Australia
351,Male,42,24986,Australia
352,Female,52,52298,Europe
353,Male,42,21481,Asia
354,Female,46,76408,South America
355,Non-Binary,35,89267,Asia
356,Non-Binary,63,141950,Europe
357,Female,35,36835,Asia
358,Male,19,145355,North America
359,Male,71,47798,Asia
360,Male,52,111649,Asia
361,Non-Binary,33,84887,South America
362,Non-Binary,58,39477,North America
363,Male,53,37266,North America
364,Female,50,106328,Asia
365,Female,21,105988,Australia
366,Male,50,147815,South America
367,Non-Binary,31,63526,Asia
368,Male,38,137965,Asia
369,Female,65,134615,Europe
370,Male,37,126870,Europe
371,Female,73,147426,Australia
372,Male,25,31889,South America
373,Female,24,44335,Africa
374,Non-Binary,20,31254,Europe
375,Non-Binary,34,106610,Africa
376,Female,50,31442,North America
377,Non-Binary,65,66289,Europe
378,Non-Binary,29,73747,Europe
379,Female,68,57327,South America
380,Male,39,36199,Australia
381,Non-Binary,72,92827,Africa
382,Male,39,126464,Europe
383,Female,63,20112,Europe
384,Male,47,107051,South America
385,Non-Binary,55,39581,South America
386,Male,55,134228,Australia
387,Male,62,79722,Africa
388,Female,68,112036,North America
389,Male,71,117562,Australia
390,Male,25,36523,North America
391,Female,44,86960,Asia
392,Female,44,137637,Europe
393,Non-Binary,51,39552,Africa
394,Non-Binary,38,143396,Australia
395,Female,47,30808,Europe
396,Female,50,124347,Africa
397,Male,45,92525,Africa
398,Non-Binary,64,43620,Africa
399,Non-Binary,50,124565,Europe
400,Male,22,20887,Australia
401,Male,65,51802,South America
402,Male,36,105024,Europe
403,Male,21,115549,Africa
404,Male,52,134737,Australia
405,Female,66,138639,Asia
406,Male,34,138248,North America
407,Non-Binary,61,101938,Africa
408,Female,45,106741,Asia
409,Male,47,141028,South America
410,Male,46,142746,Africa
411,Non-Binary,63,46049,Asia
412,Female,70,97789,Africa
413,Non-Binary,23,104526,Europe
414,Male,52,27846,Australia
415,Non-Binary,58,110563,Asia
416,Male,54,124736,Australia
417,Female,41,66220,Europe
418,Non-Binary,46,66163,Europe
419,Female,66,23765,Australia
420,Female,63,137126,Asia
421,Female,70,101486,Australia
422,Female,48,65270,Australia
423,Female,52,95277,North America
424,Non-Binary,50,108278,Asia
425,Male,69,146354,North America
426,Non-Binary,38,110239,Africa
427,Non-Binary,49,124245,Australia
428,Non-Binary,40,142332,Africa
429,Non-Binary,50,123159,Asia
430,Non-Binary,20,42931,Australia
431,Male,35,109116,Africa
432,Female,42,140599,South America
433,Non-Binary,59,75633,Europe
434,Female,48,100702,Australia
435,Female,71,71913,Europe
436,Male,20,139144,North America
437,Female,57,114776,Africa
438,Male,63,45991,North America
439,Male,41,141049,Australia
440,Female,67,74845,Europe
441,Male,49,124092,Europe
442,Female,64,118505,Africa
443,Male,39,75312,Australia
444,Female,40,30561,South America
445,Female,19,36901,South America
446,Male,44,126041,Africa
447,Female,59,115556,Australia
448,Female,19,82875,Africa
449,Non-Binary,43,45917,Australia
450,Non-Binary,34,82120,North America
451,Male,57,21988,Africa
452,Female,50,133745,Australia
453,Female,26,130041,South America
454,Male,60,148467,Australia
455,Female,71,147400,Australia
456,Male,65,34256,Africa
457,Male,56,138490,North America
458,Non-Binary,46,107728,North America
459,Male,59,146155,North America
460,Non-Binary,72,48230,North America
461,Non-Binary,43,125466,Asia
462,Non-Binary,52,79778,Africa
463,Male,67,65833,Europe
464,Male,42,42625,Africa
465,Female,41,52088,Asia
466,Female,30,99650,North America
467,Male,24,61167,Asia
468,Male,74,123937,South America
469,Non-Binary,53,91291,South America
470,Non-Binary,62,85303,Africa
471,Female,37,96361,Africa
472,Female,18,108229,Europe
473,Female,25,24117,Europe
474,Non-Binary,63,110265,South America
475,Male,33,148938,North America
476,Non-Binary,31,117718,Asia
477,Male,29,80710,Europe
478,Male,68,114426,Australia
479,Non-Binary,40,114876,Europe
480,Male,32,87054,North America
481,Male,45,50949,North America
482,Non-Binary,51,42547,Africa
483,Male,19,101882,Asia
484,Male,49,88136,North America
485,Female,40,131541,Europe
486,Female,39,136883,Europe
487,Male,68,84619,South America
488,Male,42,81842,North America
489,Male,39,114803,Australia
490,Male,39,121858,Africa
491,Non-Binary,66,46990,Asia
492,Male,69,36193,Australia
493,Female,59,50109,Africa
494,Male,23,39233,Europe
495,Female,32,133557,Australia
496,Non-Binary,71,101730,Africa
497,Female,60,148133,Europe
498,Female,54,54510,Europe
499,Male,50,21306,Europe
500,Male,25,23849,Europe
501,Male,70,32360,Europe
502,Male,61,131072,South America
503,Non-Binary,61,142207,Australia
504,Non-Binary,22,114767,Africa
505,Male,56,65800,South America
506,Male,21,148442,South America
507,Female,23,56963,North America
508,Non-Binary,62,74330,North America
509,Male,49,71707,North America
510,Female,69,38689,Asia
511,Female,47,49084,North America
512,Non-Binary,64,60387,Africa
513,Male,52,94816,South America
514,Male,72,22642,Africa
515,Male,57,62137,Australia
516,Male,69,99832,North America
517,Male,33,75561,Asia
518,Non-Binary,30,82260,Australia
519,Non-Binary,67,35438,Asia
520,Male,59,68442,Australia
521,Female,47,123061,South America
522,Non-Binary,36,22994,Africa
523,Female,34,143439,Europe
524,Female,73,145844,Africa
525,Non-Binary,36,133530,North America
526,Male,45,119575,Europe
527,Non-Binary,72,21813,Asia
528,Non-Binary,43,113027,South America
529,Female,54,143489,South America
530,Female,43,104381,Asia
531,Female,70,138808,North America
532,Non-Binary,40,75276,Asia
533,Non-Binary,26,61243,Australia
534,Non-Binary,29,82912,North America
535,Non-Binary,70,80272,Europe
536,Male,18,122700,Asia
537,Male,18,62051,North America
538,Female,64,98854,Europe
539,Female,51,102736,Asia
540,Non-Binary,49,141992,South America
541,Non-Binary,71,142019,Asia
542,Female,65,85618,Africa
543,Female,42,21920,Asia
544,Non-Binary,57,126121,Africa
545,Female,62,97219,Europe
546,Female,70,96872,Asia
547,Non-Binary,18,101132,Europe
548,Male,33,22093,Europe
549,Non-Binary,56,32905,North America
550,Male,22,141759,Europe
551,Female,39,44351,Europe
552,Non-Binary,46,50981,Asia
553,Female,72,93903,Asia
554,Female,20,90821,South America
555,Non-Binary,29,129200,North America
556,Non-Binary,43,123241,Europe
557,Non-Binary,33,102289,North America
558,Non-Binary,68,136506,Africa
559,Female,54,104021,Europe
560,Female,39,98513,North America
561,Non-Binary,74,39874,South America
562,Non-Binary,46,70931,South America
563,Male,31,27674,Europe
564,Male,45,70516,Africa
565,Non-Binary,22,141982,South America
566,Female,64,148408,South America
567,Non-Binary,66,114574,Africa
568,Female,47,80686,North America
569,Female,63,114851,South America
570,Female,69,89212,Asia
571,Female,22,22426,Australia
572,Female,29,142952,Australia
573,Male,33,110009,South America
574,Non-Binary,43,88498,North America
575,Male,43,49943,North America
576,Female,65,86395,Europe
577,Female,38,64816,Asia
578,Male,56,24138,North America
579,Male,53,120728,Africa
580,Female,50,111176,Asia
581,Female,47,95945,Australia
582,Female,54,24017,Asia
583,Non-Binary,40,30451,Africa
584,Female,27,82956,South America
585,Male,71,113863,Africa
586,Non-Binary,22,30278,Africa
587,Female,53,110480,South America
588,Non-Binary,51,63764,South America
589,Male,69,143030,South America
590,Male,48,21134,South America
591,Female,27,82943,South America
592,Female,36,115667,Africa
593,Female,49,74318,Europe
594,Male,18,123423,Europe
595,Female,73,123998,North America
596,Female,22,80128,Europe
597,Non-Binary,62,108056,Australia
598,Non-Binary,21,41869,Europe
599,Non-Binary,33,122468,Africa
600,Non-Binary,41,137034,South America
601,Non-Binary,33,25039,South America
602,Male,72,41281,Africa
603,Female,19,132935,Australia
604,Non-Binary,66,30442,Europe
605,Female,45,93788,Africa
606,Female,49,139729,North America
607,Female,44,47586,South America
608,Non-Binary,37,73053,Asia
609,Female,41,70489,North America
610,Non-Binary,29,103104,Australia
611,Non-Binary,67,106346,North America
612,Non-Binary,52,87087,Africa
613,Female,50,32625,Europe
614,Male,50,54397,South America
615,Non-Binary,68,78671,Australia
616,Non-Binary,60,136214,Australia
617,Male,54,111785,Asia
618,Female,29,86897,North America
619,Female,20,46149,Asia
620,Non-Binary,18,80030,Europe
621,Non-Binary,50,89906,Europe
622,Male,57,25283,Asia
623,Female,27,27610,South America
624,Non-Binary,60,63326,Europe
625,Male,61,34924,Asia
626,Male,46,133143,North America
627,Non-Binary,30,130253,Asia
628,Female,29,96162,Asia
629,Male,48,120297,Africa
630,Female,63,20869,Europe
631,Male,19,117088,South America
632,Non-Binary,68,21014,South America
633,Female,67,30103,Africa
634,Non-Binary,52,102522,Australia
635,Non-Binary,40,130317,South America
636,Non-Binary,34,116007,Asia
637,Non-Binary,43,53458,Africa
638,Male,25,110605,North America
639,Female,46,102409,Europe
640,Non-Binary,43,43248,Europe
641,Female,27,109160,Europe
642,Male,43,63516,Asia
643,Non-Binary,51,49061,North America
644,Female,68,44170,Africa
645,Female,58,28024,Africa
646,Female,24,102214,Europe
647,Female,21,123792,North America
648,Female,70,105947,North America
649,Male,67,63803,North America
650,Non-Binary,62,39296,South America
651,Male,28,111829,South America
652,Non-Binary,46,112708,Europe
653,Male,73,106664,North America
654,Female,53,38257,Australia
655,Male,42,32855,North America
656,Male,38,105178,Africa
657,Male,74,149876,Africa
658,Female,53,121121,Europe
659,Male,27,143324,Australia
660,Female,54,40025,North America
661,Non-Binary,26,24458,Australia
662,Non-Binary,41,83610,Europe
663,Male,52,90843,Africa
664,Female,66,127237,Africa
665,Male,52,103961,South America
666,Non-Binary,65,69831,Europe
667,Female,53,63427,Europe
668,Male,35,113809,North America
669,Female,66,58506,North America
670,Female,56,25668,South America
671,Male,49,111470,Asia
672,Male,41,67195,Australia
673,Non-Binary,40,93233,Asia
674,Female,49,44417,Asia
675,Male,54,101982,Europe
676,Male,29,126133,Australia
677,Male,66,30751,Europe
678,Male,72,66218,Australia
679,Non-Binary,30,146649,Africa
680,Female,40,27352,Europe
681,Non-Binary,42,99052,Europe
682,Non-Binary,52,108835,Europe
683,Male,58,117493,South America
684,Non-Binary,47,48927,Europe
685,Non-Binary,34,61094,North America
686,Non-Binary,66,121948,North America
687,Male,37,74122,Australia
688,Male,65,49493,Africa
689,Male,42,112247,South America
690,Non-Binary,39,93539,Australia
691,Male,30,51707,North America
692,Male,36,88814,South America
693,Female,66,27296,South America
694,Male,53,45398,Africa
695,Female,29,55842,South America
696,Male,58,33261,Europe
697,Non-Binary,36,96709,South America
698,Non-Binary,29,115985,Africa
699,Non-Binary,26,126616,Australia
700,Male,24,76704,Africa
701,Non-Binary,45,87173,Africa
702,Non-Binary,31,51781,North America
703,Female,48,33652,Europe
704,Female,69,25103,North America
705,Male,36,45500,Australia
706,Male,64,135332,Asia
707,Male,33,120336,Australia
708,Non-Binary,70,55529,Europe
709,Male,22,133499,South America
710,Male,52,38452,Africa
711,Non-Binary,29,69393,Asia
712,Male,42,51174,Europe
713,Male,69,84450,North America
714,Female,38,55436,Africa
715,Male,53,67406,Australia
716,Male,70,83059,North America
717,Female,40,35954,Europe
718,Male,33,102722,Europe
719,Female,74,139747,Australia
720,Male,56,32356,Asia
721,Non-Binary,62,148128,Australia
722,Non-Binary,70,118499,South America
723,Non-Binary,59,22187,North America
724,Non-Binary,56,97243,Asia
725,Non-Binary,31,55098,Africa
726,Non-Binary,48,112471,South America
727,Non-Binary,22,41225,Asia
728,Female,52,23606,North America
729,Male,40,148664,Europe
730,Non-Binary,46,77620,Africa
731,Non-Binary,60,52828,Australia
732,Male,28,146270,North America
733,Female,35,46489,South America
734,Female,64,34387,South America
735,Non-Binary,29,89463,Europe
736,Female,26,91832,Europe
737,Male,27,115980,Africa
738,Female,61,131926,Australia
739,Non-Binary,34,132429,Africa
740,Male,55,22591,Europe
741,Male,24,143446,Europe
742,Non-Binary,63,130431,South America
743,Male,30,68516,Europe
744,Non-Binary,57,111683,Asia
745,Non-Binary,59,82061,North America
746,Male,26,124425,Europe
747,Non-Binary,67,86736,Africa
748,Non-Binary,44,101257,Australia
749,Non-Binary,19,81753,Australia
750,Female,22,104774,Australia
751,Male,46,31087,Asia
752,Non-Binary,54,50816,Africa
753,Female,55,43408,Asia
754,Female,36,144116,Europe
755,Non-Binary,25,125276,North America
756,Male,65,20136,Australia
757,Female,62,37413,Africa
758,Male,18,133650,Australia
759,Non-Binary,39,79500,Asia
760,Female,69,104514,South America
761,Male,34,76358,Europe
762,Female,24,86197,North America
763,Non-Binary,42,120776,Europe
764,Female,62,112789,South America
765,Male,21,112420,North America
766,Female,53,52854,South America
767,Male,23,96240,Europe
768,Female,48,124523,Asia
769,Female,36,149494,Europe
770,Male,61,110063,Europe
771,Female,71,36322,Europe
772,Female,56,133053,Africa
773,Male,44,26968,South America
774,Non-Binary,27,47518,South America
775,Non-Binary,43,71925,Australia
776,Non-Binary,36,79848,South America
777,Non-Binary,56,131900,Australia
778,Non-Binary,20,113422,Africa
779,Non-Binary,62,21700,Asia
780,Male,30,113782,Australia
781,Non-Binary,67,121004,Europe
782,Female,45,43199,Asia
783,Male,37,64589,Africa
784,Non-Binary,45,52115,South America
785,Female,25,81934,Australia
786,Female,58,136335,Europe
787,Non-Binary,56,140726,North America
788,Female,18,74316,North America
789,Female,20,25520,Asia
790,Male,30,129814,South America
791,Non-Binary,45,56455,North America
792,Non-Binary,74,135284,Asia
793,Non-Binary,66,106465,Africa
794,Female,42,143364,Asia
795,Male,73,61605,Asia
796,Non-Binary,50,34955,Asia
797,Female,55,64049,Europe
798,Male,70,33917,Asia
799,Non-Binary,23,90293,Australia
800,Female,61,98581,Asia
801,Male,62,139072,Europe
802,Non-Binary,49,84925,Europe
803,Non-Binary,62,127216,Africa
804,Female,64,90269,South America
805,Non-Binary,38,50954,North America
806,Non-Binary,33,116671,North America
807,Male,71,92617,Asia
808,Non-Binary,38,61458,Africa
809,Female,28,109037,Asia
810,Male,54,41113,North America
811,Male,53,119977,Europe
812,Female,52,132622,South America
813,Male,36,145947,Africa
814,Non-Binary,37,110226,Europe
815,Female,74,63939,South America
816,Non-Binary,35,49345,Africa
817,Non-Binary,64,144616,Africa
818,Non-Binary,58,66313,North America
819,Female,66,130107,Europe
820,Non-Binary,31,141866,Africa
821,Male,32,112365,Australia
822,Non-Binary,48,120598,Africa
823,Male,18,89166,South America
824,Non-Binary,70,67861,North America
825,Male,71,117406,Asia
826,Non-Binary,71,69298,North America
827,Male,20,67221,Asia
828,Non-Binary,33,64942,Europe
829,Male,40,23453,Europe
830,Male,74,122811,Africa
831,Female,28,74935,Australia
832,Female,29,142439,Europe
833,Non-Binary,27,63370,Africa
834,Male,49,123932,North America
835,Male,33,28328,Europe
836,Male,25,35534,North America
837,Non-Binary,55,105280,North America
838,Male,29,104925,Australia
839,Female,41,56320,Europe
840,Non-Binary,45,69170,North America
841,Female,70,120546,Australia
842,Female,25,100201,Australia
843,Male,45,148935,Europe
844,Male,53,141006,Australia
845,Female,43,123401,Europe
846,Non-Binary,25,28640,Europe
847,Female,67,120252,Asia
848,Non-Binary,45,111057,North America
849,Non-Binary,45,50049,South America
850,Non-Binary,54,25618,Europe
851,Non-Binary,58,122540,North America
852,Male,53,76053,Australia
853,Female,44,21920,Africa
854,Male,71,63937,Europe
855,Non-Binary,34,89724,Australia
856,Male,26,32207,Australia
857,Non-Binary,50,85774,Australia
858,Male,70,52972,Australia
859,Female,37,30799,Australia
860,Male,30,91088,Europe
861,Non-Binary,45,48916,South America
862,Non-Binary,65,90463,Asia
863,Non-Binary,46,113500,Australia
864,Male,30,96700,Australia
865,Non-Binary,63,57158,Asia
866,Non-Binary,52,104607,Europe
867,Male,23,139639,North America
868,Non-Binary,35,133945,Africa
869,Female,68,91696,Africa
870,Female,22,81510,North America
871,Non-Binary,64,140076,Europe
872,Male,42,78692,Africa
873,Non-Binary,19,81744,Asia
874,Non-Binary,27,35810,North America
875,Male,73,25126,South America
876,Non-Binary,47,50009,Europe
877,Female,67,119120,North America
878,Non-Binary,62,131718,Africa
879,Female,22,110932,Europe
880,Non-Binary,72,20192,Asia
881,Female,73,136464,Europe
882,Male,50,56413,Europe
883,Female,71,32816,Asia
884,Male,18,59082,Australia
885,Female,35,85048,Asia
886,Male,49,143130,Europe
887,Female,64,70940,Asia
888,Non-Binary,66,52130,Australia
889,Female,28,60142,North America
890,Female,38,149564,Asia
891,Male,43,56468,Asia
892,Female,42,50698,Europe
893,Non-Binary,39,30655,North America
894,Male,44,67897,South America
895,Male,66,50075,South America
896,Non-Binary,30,29359,Africa
897,Female,50,149048,Asia
898,Male,51,122197,Asia
899,Non-Binary,58,125115,North America
900,Male,52,62056,Australia
901,Non-Binary,18,71831,South America
902,Male,38,79191,Africa
903,Female,65,138592,North America
904,Male,72,141948,Asia
905,Female,23,53272,South America
906,Non-Binary,45,128117,Africa
907,Female,34,34671,Europe
908,Female,22,47048,South America
909,Non-Binary,48,96274,Africa
910,Female,22,45963,North America
911,Non-Binary,55,63954,Europe
912,Male,20,92309,Africa
913,Male,70,122120,Africa
914,Female,40,115430,Asia
915,Non-Binary,54,20717,Australia
916,Female,70,31676,South America
917,Non-Binary,54,24434,Asia
918,Non-Binary,27,69810,Europe
919,Non-Binary,27,123361,Australia
920,Male,36,138696,Africa
921,Female,34,114636,Asia
922,Non-Binary,38,24994,Australia
923,Male,31,24234,South America
